annee,insee,nom_commune,omr_en_tonnes,omr_en_kg_hab_an,cs_en_tonnes,cs_en_kg_hab_an,verre_seul_en_tonnes,verre_seul_en_kg_hab_an,geo_shape_commune,geo_point_2d,latitude,longitude,kmeans_cluster,gmm_cluster,hierarchical_cluster,PCA_1,PCA_2,tSNE_1,tSNE_2
2021,13206.0,Marseille 6e  Arrondissement,18680.0,442.2243791576904,1969.0,46.61347979451244,994.0,23.531639875949907,"{""coordinates"": [[[[5.391944698, 43.284760183], [5.391947682, 43.284535125], [5.39273871, 43.283113661], [5.392356436, 43.282807137], [5.390824738, 43.283003034], [5.388736592, 43.283148215], [5.386918454, 43.283269391], [5.38826076, 43.282366763], [5.386265538, 43.28207786], [5.381989173, 43.281137262], [5.381775393, 43.281627955], [5.38116715, 43.281515366], [5.379858894, 43.281454194], [5.379601253, 43.28118088], [5.3796879, 43.280593997], [5.378948747, 43.280592275], [5.37883903, 43.280918677], [5.378396723, 43.280946413], [5.378388706, 43.280154624], [5.377903553, 43.280039308], [5.377500546, 43.2795262], [5.377058619, 43.279562923], [5.376476583, 43.279188744], [5.375640478, 43.279225131], [5.37563142, 43.279603313], [5.374756996, 43.27930755], [5.374886268, 43.279754688], [5.374191171, 43.279625971], [5.373816144, 43.279193232], [5.373279835, 43.279331008], [5.372934412, 43.279617582], [5.372828362, 43.280033892], [5.372860645, 43.280519161], [5.372154346, 43.280417675], [5.372453577, 43.281104074], [5.372155148, 43.281335616], [5.371683469, 43.282146934], [5.371820697, 43.28218892], [5.371515763, 43.282861584], [5.371300146, 43.283010309], [5.371364534, 43.28337788], [5.370875822, 43.283775588], [5.370324938, 43.283859671], [5.370717452, 43.284418034], [5.371127673, 43.284508029], [5.370119609, 43.286357067], [5.370020178, 43.286935224], [5.37010341, 43.287761364], [5.370361663, 43.288349675], [5.370949928, 43.289173736], [5.371179881, 43.289672671], [5.371569696, 43.28956512], [5.371627701, 43.290076827], [5.372144737, 43.290965444], [5.381875516, 43.293298318], [5.382314151, 43.293477644], [5.381497886, 43.296087554], [5.382928928, 43.295534025], [5.384316321, 43.294819446], [5.385563402, 43.29428794], [5.387243903, 43.293809844], [5.389053447, 43.293175873], [5.389152551, 43.288133841], [5.389725445, 43.288283168], [5.390443103, 43.286872341], [5.390362545, 43.286712128], [5.391367711, 43.286293901], [5.390717658, 43.284877336], [5.391944698, 43.284760183]]]], ""type"": ""MultiPolygon""}","43.28693114683474, 5.38061453810528",43.28693114683474,5.38061453810528,1,1,0,1.7562472583012239,0.6232892158753253,-7.153638,13.819427
2021,13216.0,Marseille 16e  Arrondissement,7786.0,483.4523439925489,436.0,27.07233778329711,182.0,11.300838248990996,"{""coordinates"": [[[[5.314152141, 43.357839687], [5.31611675, 43.357005651], [5.316120396, 43.356789575], [5.313523996, 43.357862122], [5.313727676, 43.358019765], [5.314152141, 43.357839687]]], [[[5.312608435, 43.357791698], [5.312103888, 43.357820482], [5.311985961, 43.358569995], [5.309974828, 43.359476948], [5.308779329, 43.359808464], [5.306879178, 43.360100994], [5.305734111, 43.360152404], [5.304671353, 43.360103048], [5.302811941, 43.359872645], [5.302041735, 43.359736038], [5.302138786, 43.360003969], [5.304704997, 43.36032733], [5.306308224, 43.360320165], [5.307966586, 43.360149802], [5.309896133, 43.359667626], [5.312150142, 43.358665486], [5.31233185, 43.357968608], [5.312608435, 43.357791698]]], [[[5.312643887, 43.360517919], [5.312654503, 43.359860696], [5.313967399, 43.359688625], [5.313964148, 43.359607695], [5.312490319, 43.359765207], [5.31196358, 43.360163461], [5.312413026, 43.360297855], [5.312643887, 43.360517919]]], [[[5.337794967, 43.339556482], [5.328483323, 43.344689287], [5.3294847, 43.345666713], [5.330510157, 43.345104629], [5.33180483, 43.344491733], [5.332153141, 43.344871218], [5.334427547, 43.343787166], [5.33411546, 43.343388906], [5.334757512, 43.343105051], [5.335093149, 43.343475801], [5.3353225, 43.343353851], [5.334977822, 43.343064296], [5.335421648, 43.342757717], [5.335907169, 43.342567234], [5.336242081, 43.342919996], [5.338298584, 43.341939566], [5.33811698, 43.341718495], [5.339241207, 43.341163191], [5.340534936, 43.342656186], [5.339754202, 43.343168073], [5.341106041, 43.344875806], [5.341116272, 43.345127583], [5.332034865, 43.350174719], [5.330250825, 43.348449181], [5.330166029, 43.348487007], [5.331436083, 43.34970163], [5.331158867, 43.349860603], [5.331315827, 43.350082219], [5.329420879, 43.350798037], [5.329626759, 43.351009602], [5.328450777, 43.351511917], [5.327936878, 43.351612977], [5.327781017, 43.351418333], [5.326785124, 43.351799756], [5.326778639, 43.352249892], [5.325132555, 43.35302328], [5.325319572, 43.353073259], [5.326595645, 43.352604825], [5.327232141, 43.353401128], [5.324492943, 43.354594014], [5.323178004, 43.354100264], [5.323553835, 43.353633196], [5.32360092, 43.352660193], [5.324095258, 43.352379576], [5.323998118, 43.352111665], [5.323587117, 43.351706498], [5.323044943, 43.352024139], [5.322959062, 43.352646978], [5.322590117, 43.352978897], [5.32183699, 43.352347071], [5.321831553, 43.352212188], [5.321243344, 43.351693817], [5.32108352, 43.35140025], [5.316846988, 43.354002042], [5.316490378, 43.353721682], [5.31613127, 43.353072378], [5.320716411, 43.350247139], [5.321091512, 43.349762097], [5.321084266, 43.349582254], [5.320632354, 43.349078956], [5.320452599, 43.349208811], [5.320811012, 43.349534118], [5.320475773, 43.350090303], [5.31309859, 43.35464025], [5.312609955, 43.355064692], [5.312902051, 43.355274445], [5.313159076, 43.354917953], [5.313723088, 43.354527896], [5.314194611, 43.354598809], [5.315338047, 43.355123337], [5.31659091, 43.356221505], [5.317340798, 43.356466443], [5.322423053, 43.354341473], [5.322919956, 43.354429803], [5.323449123, 43.354706437], [5.323510384, 43.355002119], [5.324068572, 43.355692124], [5.326639305, 43.354601872], [5.326846279, 43.354840419], [5.326703931, 43.355896475], [5.32387979, 43.357127172], [5.324005576, 43.357493468], [5.322999755, 43.357326071], [5.322293322, 43.356630242], [5.322210319, 43.356407025], [5.321800388, 43.356334824], [5.3215416, 43.35603438], [5.322401321, 43.35563793], [5.322323032, 43.355531611], [5.321183502, 43.356024064], [5.321033087, 43.355964292], [5.319991037, 43.356427641], [5.31960683, 43.356687878], [5.318842041, 43.356992271], [5.319184174, 43.357524933], [5.318111604, 43.358456915], [5.317639639, 43.358989023], [5.317181823, 43.359259828], [5.316965107, 43.358778473], [5.316440245, 43.358915711], [5.316434069, 43.359068843], [5.315009521, 43.359531332], [5.314572475, 43.358784688], [5.315435539, 43.358469222], [5.315294917, 43.358346233], [5.313836296, 43.358881435], [5.314136765, 43.358992007], [5.314639801, 43.359539242], [5.314726031, 43.359843395], [5.314200753, 43.36027763], [5.312761666, 43.3606864], [5.312585155, 43.360591174], [5.311579565, 43.361044661], [5.3112729, 43.361087212], [5.310451196, 43.360897764], [5.309155634, 43.361195421], [5.308574585, 43.361162822], [5.308491848, 43.361560584], [5.308200746, 43.361683794], [5.307838291, 43.361565527], [5.307963844, 43.361004853], [5.309947467, 43.360332525], [5.309881158, 43.360216941], [5.306669787, 43.361032451], [5.306202182, 43.361060419], [5.306112948, 43.361296319], [5.305507971, 43.361282212], [5.304796123, 43.361063381], [5.302908076, 43.360734589], [5.299445177, 43.360196251], [5.299467671, 43.360141773], [5.29580622, 43.35957154], [5.29537645, 43.359310663], [5.293877424, 43.35976545], [5.293712197, 43.359642955], [5.294126349, 43.35920218], [5.295512075, 43.358380799], [5.295926067, 43.358246016], [5.296493679, 43.358251968], [5.302050315, 43.359024863], [5.302205854, 43.358904555], [5.295851187, 43.35791461], [5.295413265, 43.3580679], [5.294836054, 43.35844014], [5.294492777, 43.35849242], [5.293168394, 43.358376502], [5.292819235, 43.358590899], [5.292522746, 43.358579183], [5.291134047, 43.358086609], [5.290903441, 43.357560502], [5.290957549, 43.357370359], [5.291545864, 43.357276901], [5.296216868, 43.35718686], [5.294424575, 43.357089888], [5.291874666, 43.357170937], [5.289689098, 43.357109218], [5.289601589, 43.357390065], [5.290106144, 43.357361386], [5.289912014, 43.357752488], [5.289130973, 43.357652019], [5.288804125, 43.357496938], [5.288528535, 43.357079775], [5.288110069, 43.356791632], [5.287813059, 43.355834932], [5.287097245, 43.35520208], [5.286509488, 43.354998509], [5.286036022, 43.355188511], [5.285168404, 43.355080845], [5.284394579, 43.3545392], [5.283396105, 43.353930293], [5.282252417, 43.353702433], [5.282480582, 43.354480602], [5.283193583, 43.355977523], [5.282644881, 43.356448093], [5.281514111, 43.356858937], [5.281185929, 43.357603843], [5.28061326, 43.358092906], [5.28065842, 43.35829895], [5.280140154, 43.359227856], [5.280127964, 43.359543107], [5.279756593, 43.359820928], [5.279729942, 43.360082484], [5.279918855, 43.360492495], [5.279595126, 43.361039307], [5.279569897, 43.361336833], [5.279092216, 43.361733889], [5.278984269, 43.362123156], [5.279027421, 43.362590239], [5.278113622, 43.363500468], [5.27802167, 43.36429439], [5.278331829, 43.364962849], [5.278548119, 43.365129292], [5.278756837, 43.365727887], [5.278158704, 43.366199475], [5.278130264, 43.36641607], [5.279183929, 43.368103857], [5.27926588, 43.369551112], [5.279929187, 43.370725125], [5.280552993, 43.370900978], [5.281882415, 43.371448946], [5.282441037, 43.371536164], [5.283104335, 43.371774169], [5.284045762, 43.372492296], [5.284244377, 43.373145098], [5.284688274, 43.374071721], [5.285438259, 43.374316882], [5.285000347, 43.374785127], [5.284527783, 43.375002103], [5.283159944, 43.375354968], [5.282655733, 43.375707602], [5.282432914, 43.3760003], [5.282245441, 43.376562251], [5.282244308, 43.377156271], [5.281618078, 43.377232475], [5.281119466, 43.37834998], [5.280743486, 43.378825902], [5.279919405, 43.379203264], [5.279440153, 43.379564358], [5.279018138, 43.379501246], [5.278982122, 43.380150001], [5.278784281, 43.380451166], [5.280675767, 43.380231324], [5.281196417, 43.38029235], [5.281787553, 43.381197886], [5.281545538, 43.381940987], [5.283015685, 43.382296985], [5.283536357, 43.382358], [5.284984886, 43.383101428], [5.285898482, 43.383424137], [5.285521959, 43.384197089], [5.285751742, 43.384390237], [5.287266295, 43.384619242], [5.287832557, 43.384895274], [5.288410258, 43.384838061], [5.288797121, 43.384946881], [5.289981474, 43.38493983], [5.290907457, 43.385262236], [5.292901272, 43.385130016], [5.293373586, 43.385525011], [5.293149557, 43.386096761], [5.293829548, 43.386748356], [5.294109975, 43.387282416], [5.294859671, 43.387824528], [5.295206707, 43.38786217], [5.295973909, 43.388223902], [5.29681461, 43.388881072], [5.297237072, 43.388953107], [5.297982764, 43.388775277], [5.298876061, 43.387658299], [5.298925624, 43.387045241], [5.299872516, 43.386962125], [5.30066307, 43.386981324], [5.301297037, 43.386787846], [5.30221808, 43.386984261], [5.303125036, 43.385902956], [5.303435272, 43.38532935], [5.304078756, 43.384757648], [5.303984817, 43.383643639], [5.303797815, 43.383287617], [5.303799805, 43.382720571], [5.304065646, 43.382579911], [5.304225296, 43.38225251], [5.30410282, 43.381967116], [5.303948681, 43.380890391], [5.305468974, 43.381263018], [5.306096934, 43.381537642], [5.306280867, 43.38120072], [5.308118848, 43.381494541], [5.308360664, 43.381678385], [5.309412151, 43.382051956], [5.310438091, 43.381481055], [5.31074426, 43.380808513], [5.310714668, 43.380071139], [5.311539029, 43.379090528], [5.312431092, 43.378567467], [5.312785765, 43.378181886], [5.313382611, 43.377989128], [5.315314552, 43.377245808], [5.315525965, 43.376980283], [5.316640526, 43.37708243], [5.317032481, 43.377011039], [5.317573542, 43.375739444], [5.318040215, 43.375072445], [5.318014514, 43.374433991], [5.318319453, 43.374040457], [5.319159534, 43.373455453], [5.319295505, 43.373155537], [5.319261824, 43.372319255], [5.318894603, 43.371472121], [5.318541874, 43.370984678], [5.318494413, 43.370418693], [5.318742765, 43.370152371], [5.319433048, 43.369831576], [5.3200907, 43.369313475], [5.320290099, 43.369057199], [5.320464489, 43.368486458], [5.321440048, 43.368204532], [5.322007398, 43.368201358], [5.323791793, 43.369621057], [5.324076757, 43.369956938], [5.324029642, 43.370317952], [5.324282364, 43.371077528], [5.324602503, 43.371367653], [5.327083844, 43.372322326], [5.327648327, 43.372247185], [5.32978071, 43.371283288], [5.330307608, 43.37210895], [5.332256194, 43.371481964], [5.333056751, 43.369925694], [5.333520043, 43.369789703], [5.334568491, 43.369785087], [5.334704284, 43.370700166], [5.335279609, 43.37058875], [5.335631526, 43.370140151], [5.336643002, 43.370136313], [5.337498336, 43.370540844], [5.337743316, 43.370193548], [5.337557974, 43.369882549], [5.33772498, 43.369437937], [5.337451816, 43.368786832], [5.337638641, 43.367918789], [5.338573835, 43.368771589], [5.339028523, 43.369031763], [5.339788807, 43.369222328], [5.339239704, 43.368460193], [5.339205556, 43.368226929], [5.339473978, 43.36754612], [5.340066242, 43.362691279], [5.341775287, 43.363464306], [5.3422204, 43.364399678], [5.342916785, 43.365446608], [5.344199331, 43.365436829], [5.344151366, 43.366076874], [5.348992398, 43.366205887], [5.349083007, 43.365402911], [5.348762347, 43.36419486], [5.348966002, 43.364046437], [5.348964246, 43.36339847], [5.347963381, 43.363357194], [5.347798167, 43.36354078], [5.347027072, 43.363386509], [5.347601751, 43.36205103], [5.34745125, 43.361082289], [5.347098844, 43.360909934], [5.349147667, 43.358822454], [5.348962234, 43.357602474], [5.349218092, 43.357524918], [5.3492156, 43.356858969], [5.35375547, 43.353862275], [5.353480699, 43.353778253], [5.353065771, 43.35388628], [5.352681199, 43.353831644], [5.353902317, 43.352023075], [5.354152851, 43.350910621], [5.352401456, 43.351209722], [5.351982506, 43.351218832], [5.348796016, 43.350199069], [5.347900274, 43.349705516], [5.346602329, 43.349328682], [5.346004169, 43.348873658], [5.345232044, 43.347477407], [5.345221546, 43.346613639], [5.345335239, 43.346377175], [5.347002269, 43.344010029], [5.348106979, 43.342069064], [5.343406351, 43.339885037], [5.340871419, 43.340011932], [5.339977558, 43.340166274], [5.339176044, 43.340165613], [5.338570373, 43.339521719], [5.338051211, 43.33979394], [5.337794967, 43.339556482]]]], ""type"": ""MultiPolygon""}","43.36536227862692, 5.313227133461914",43.36536227862692,5.313227133461914,0,2,1,0.525830083351061,0.23192616283624898,-0.48558134,7.415574
